dataset,model,cal_size,test_size,LightGBM_brier,LightGBM_logloss,LightGBM_kuiper,LightGBM_ece-15,LightGBM_accuracy,LightGBM_time
Internet-Advertisements,NeuralNetFastAI,2951,328,0.05441501737684098,0.11329796553568049,0.013533610850572586,0.025161240249872208,0.9664633870124817,0.09140067268162966
Internet-Advertisements,NeuralNetTorch,2951,328,0.04915948118985624,0.1039343500976655,0.015494213439524174,0.02133551612496376,0.9725610017776489,0.09637245256453753
Internet-Advertisements,RandomForest,2951,328,0.03912057404214207,0.07952749563900924,0.011453211307525635,0.017657531425356865,0.9786585569381714,0.08988604508340359
Internet-Advertisements,XGBoost,2951,328,0.05059448887086416,0.09800417106018212,0.011826902627944946,0.01671486161649227,0.9695122241973877,0.09700025524944067
OVA_Colon,CatBoost,1390,155,0.0741038859098585,0.1658552963946246,0.019541461020708084,0.035311535000801086,0.9612902998924255,0.06386186927556992
OVA_Colon,ExtraTrees,1390,155,0.06874178574696997,0.1468398458538098,0.018840491771697998,0.03370102494955063,0.9612902998924255,0.06220957823097706
OVA_Colon,LightGBM,1390,155,0.06064230502190977,0.12795376562244498,0.0133993960916996,0.02643459290266037,0.9677419066429138,0.0639275386929512
OVA_Colon,LinearModel,1390,155,0.06670435131109137,0.14952781027017428,0.01538483053445816,0.02615957520902157,0.9677419066429138,0.0544644920155406
OVA_Colon,NeuralNetFastAI,1390,155,0.08753012315859957,0.1960022436216525,0.026114769279956818,0.05523011088371277,0.9612902998924255,0.06569941435009241
OVA_Colon,NeuralNetTorch,1390,155,0.08930702301409928,0.1951182456750825,0.032154783606529236,0.06677602231502533,0.9290322661399841,0.06207711901515722
OVA_Colon,RandomForest,1390,155,0.08714053866970417,0.18877098303864842,0.018634140491485596,0.04448333755135536,0.948387086391449,0.06373185478150845
OVA_Colon,XGBoost,1390,155,0.07459839629325687,0.17047354786437702,0.019351664930582047,0.03234105557203293,0.9548386931419373,0.06336598377674818
OVA_Endometrium,CatBoost,1390,155,0.054850154266495005,0.10046005883865027,0.017976155504584312,0.026494426652789116,0.9677419066429138,0.05400147195905447
